id,name,city,state,address,contact,timings,specialEvents,description,image_url,map_url,isFeatured,hasParking,is24Hours,isLarge
1,Gurudwara Babe Ke Shahbad Mohammadpur,New Delhi,Delhi,Shahbad Mohammadpur Dwarka New Delhi 110061,123456678,24 Hours,,,,https://maps.google.com/?q=Gurudwara+Babe+Ke+Shahbad+Mohammadpur,,,,
